app,user,platform,target
"MacGuffins, LLC",490257e1-b191-4925-a8b4-8b4cda4c9871,ios,0
Verified Ax,ba611de3-f9b7-4b93-bc65-53b1b3b8bf4c,ios,0
Verified Ax,5dcdb4d6-b11f-4a26-a560-72e41142f12e,android,1
Verified Ax,fc6fd355-0372-4e44-82e3-c598bb5c1009,ios,1
"MacGuffins, LLC",379876fa-db63-4a9b-9ad7-57e33c30e6ea,ios,0
Verified Ax,a4e686a8-465c-42ba-95d8-a2c84eb4b62a,ios,0
Verified Ax,171ded32-8b1d-46c6-82e6-4f84c3ac5435,ios,0
"MacGuffins, LLC",6890f2db-94cc-44ab-aaa4-cac8d644b8bc,ios,0
"MacGuffins, LLC",5905c40f-eed2-40aa-a343-587e09509b08,android,0
Verified Ax,5c1d13e1-2fae-4ff4-ae46-d951d760a1d2,ios,1
"MacGuffins, LLC",5f9f39bb-fcf2-4e7e-9881-0b0239e18bf9,ios,1
Verified Ax,0164ffa6-26db-49d4-bca2-28c60bbd468d,ios,1
Verified Ax,c4208437-76f8-48cb-a365-92cc79013d06,ios,1
Verified Ax,b41b5469-f5d2-46db-b8d3-5cbda5eeae73,ios,0
Kinetic Bond,860614d1-da82-4ab7-9ec5-62ece65a2030,ios,1
Verified Ax,ef318326-1f37-41f5-8a15-d34772f41b7d,ios,1
"MacGuffins, LLC",1cf03f59-7d66-4c57-906c-e6bec50a6e40,ios,0
"MacGuffins, LLC",2b206238-0e56-4b40-b42f-043bd0762427,ios,1
Verified Ax,5763ec51-93d7-40dc-aaef-9f34ba281400,ios,0
Verified Ax,da901c08-a101-4b80-81fc-af5e512ad77e,ios,1
Verified Ax,f61860c0-e365-4815-8122-51810bcaae88,android,0
"MacGuffins, LLC",595b2bb4-833e-4859-bfc3-52e216f4d1c6,ios,0
"MacGuffins, LLC",88c2f8ff-1871-4431-8b92-0aba418e670e,ios,1
Verified Ax,a552b3c5-93cb-4119-8432-72978317c460,android,0
"MacGuffins, LLC",ab46cb17-fd62-4be2-97f1-73e8dcdcbdb8,android,0
Verified Ax,346386e7-5328-4730-aa6b-7e37223ceff0,android,1
"MacGuffins, LLC",76da3fc0-16e9-49f5-bc5e-c9dfd12e260c,ios,1
"MacGuffins, LLC",ed4c760b-0113-4dba-b7ea-cc32a1fdaca1,ios,0
Verified Ax,4555bb2c-7856-4f94-b1cd-b7e2915de1e3,ios,1
Kinetic Bond,b19d0583-2437-49e7-b61d-e2c43543ecfb,android,0
Verified Ax,fb0f42ab-cfe3-469d-9ec0-9bc42fbd98b0,android,0
Verified Ax,ea9f50c8-f6cb-4b11-b708-18b73aaace9c,android,1
"MacGuffins, LLC",31c0253f-1181-4a94-abc1-ed91b226f177,ios,0
Verified Ax,a6035c13-c5b8-4c6e-a57d-51e0712190e7,android,1
Verified Ax,3ff817e1-95ed-4f46-b900-658d6cba521c,android,0
"MacGuffins, LLC",74311024-b5ce-4452-a7f9-b21e824169a4,android,0
Verified Ax,d9eaae55-f76e-4378-a6a0-27c7d042f3f2,ios,1
Verified Ax,b901cd22-9b1d-4839-b15d-a832d28bfef3,ios,0
Socks Crunch,59964feb-ae8d-4d05-8043-597b62a9f6ea,android,0
Verified Ax,60c3ab28-27a9-4f7c-9764-ee385237a874,android,0
Verified Ax,6f44adbd-315b-4f38-a60f-06aba7f13df2,ios,1
Verified Ax,9ad98410-44e1-4469-ab64-308af99715a9,android,0
Verified Ax,02047b14-88b4-4d13-aeea-feb766913024,android,0
Verified Ax,3f1998f5-33f6-413c-b825-b730015c2e71,ios,0
"MacGuffins, LLC",2bb438cf-14fb-47af-af25-da60964d23e4,ios,1
Verified Ax,66e6dc01-afb8-4651-8c38-d349c7f68abf,ios,0
"MacGuffins, LLC",2cf7315e-1426-4ecd-8007-91b4e412eabc,ios,0
Verified Ax,63af6369-c78e-4a97-9926-767e98b67d1b,ios,0
"MacGuffins, LLC",98ffd658-be4a-454a-ae00-7d8722bb3468,android,0
Organization Four,f8a340ae-a4e2-4cda-9cd9-1f4331ef4359,android,1
Verified Ax,0693bf2e-9c3c-428f-84c3-39df614f0d12,android,1
"MacGuffins, LLC",9a1be639-e17c-4699-ac66-5eb638f649c1,ios,1
Verified Ax,7a3b65e3-bba3-40b3-a5bc-9e04883899cf,android,1
Verified Ax,588134af-f90e-405a-998a-f1c80d3d7636,android,0
"MacGuffins, LLC",f4f9be3c-de5f-4f7f-b22c-43aa19c8f989,android,0
Kinetic Bond,190e10be-b358-40c6-a835-cc923bb98ae1,ios,1
"MacGuffins, LLC",adec64bd-f9b4-47e3-9827-24c8a0abf02e,android,0
Verified Ax,0106f03a-b2e0-4cbb-9cd8-21314f65a5cc,ios,1
"MacGuffins, LLC",577fcdf3-47da-4d83-82b5-1b15678c461d,ios,1
Organization Four,cc08e40e-10a3-4bb3-9fa9-313bac6478c0,android,1
"MacGuffins, LLC",c0251a15-b04c-4a2a-b684-70e3cca21348,android,0
"MacGuffins, LLC",3d38eb32-6366-4207-8685-841120516fc3,android,0
Verified Ax,80c8d039-9c86-46f6-ac28-e7dbc6be256f,ios,0
"MacGuffins, LLC",c3b7638a-6f86-470e-9cae-827aed141576,ios,1
"MacGuffins, LLC",06d00772-37ac-499b-b213-e30f4dd59a23,ios,0
"MacGuffins, LLC",a5964d21-22ac-438f-b7a9-2768d0435bb0,ios,1
Verified Ax,1538ef9d-5ea2-44cc-99ea-62e36db3fdd7,ios,0
"MacGuffins, LLC",d8759651-e12e-49db-843a-4ee5d48ced06,ios,0
Verified Ax,4e218fe3-f25b-46c9-8726-0acc3244640e,ios,1
Walnut Forge,e491b6d6-fd32-4f5a-bbe2-241b02e6008c,ios,1
Verified Ax,8774ff43-aacd-46c9-958f-a70e0a06f779,ios,1
"MacGuffins, LLC",7dda3da8-41dd-4a41-b127-029faaa6ff1c,android,0
Verified Ax,b9ae2516-2e27-45e6-9ef2-662c970ccf06,android,0
Walnut Forge,8a552d4d-a478-42f5-be41-089f6f162d9c,android,0
"MacGuffins, LLC",c2c859ea-1b64-4a9f-bffd-7ff8b1cc14f9,android,0
"MacGuffins, LLC",7a866ad6-f253-41f2-8b8b-ff700e876441,android,0
Verified Ax,1863741f-6853-4a65-8f0a-060ca624e3ca,ios,1
Verified Ax,0515da6a-cab0-4717-b44a-ad4fcdb5d6d2,android,0
Verified Ax,a3d788ac-7abc-4a08-bedb-f29c6619a699,ios,0
Socks Crunch,0aecfd2e-7d5e-402b-8e25-1113388321f9,ios,0
Verified Ax,4cdd37ec-c547-460f-9087-c850eeea2119,ios,0
"MacGuffins, LLC",9da970a3-ecaa-47b6-964f-54b2bbd143e9,ios,0
"MacGuffins, LLC",52794158-aae7-42bf-a028-58f981af16a3,android,0
"MacGuffins, LLC",00fd94b6-f667-462e-9aca-bfa58b343c2c,ios,0
Kinetic Bond,474e1d7e-4e8f-4029-9af2-38133e69f940,android,1
"MacGuffins, LLC",6e72b2be-c3bb-47b7-ac29-f500f0e3d92c,ios,0
"MacGuffins, LLC",11963cb2-3f67-4b0f-a9f3-e20df6bdfa0d,ios,0
Verified Ax,b0ecf72c-7258-4c7b-bbc9-c14c552142f6,android,1
"MacGuffins, LLC",0fb10a71-0b7e-4dd6-bc07-bb4ea4b0cc88,android,1
Kinetic Bond,af054526-d847-4ed2-80d5-906ee17cc225,ios,1
"MacGuffins, LLC",69f41a05-7e8a-439b-b591-8cacab4c71cf,android,1
Verified Ax,92951886-6624-4f3d-9e68-10b5b0b10151,ios,1
"MacGuffins, LLC",dab512bf-ca34-446c-ba17-198918880eb6,android,0
"MacGuffins, LLC",b190513a-bf36-4880-a618-57f9805a83b0,ios,0
Verified Ax,0806fcf9-0209-41cf-8e11-85901464753f,android,0
Verified Ax,2f8dfde3-5295-47fb-9576-5d9b4ae2a1f3,ios,1
Verified Ax,7dcc91b0-c790-4b04-aa8e-b5397f861c46,android,1
"MacGuffins, LLC",b9fbd4a0-b0cc-4f40-ac24-0fffb2504656,ios,1
Verified Ax,c6962805-712a-4946-9623-3e2a86c96e20,ios,0
Verified Ax,bef39cda-8a17-4762-ac4c-3d1b6eff3aba,ios,1
Verified Ax,1d9a61d6-28b3-4c65-94ae-26d500f9d827,ios,1
Verified Ax,0ac57705-448e-417b-af7a-60f47499914f,ios,0
Verified Ax,eb4748ef-b11e-4b66-a1b5-b2b9ae48ebb2,ios,1
Verified Ax,e6d45037-6341-477f-9eb5-b5d8a300f957,ios,0
Verified Ax,00b342ae-eb36-4b1a-a550-860711130bac,android,0
Verified Ax,243c6c6f-7fc4-4eb7-8b37-df44a17a2c23,android,0
Walnut Forge,dd7d9c65-dd81-4f62-a262-8dfee96b0fc9,android,1
"MacGuffins, LLC",d4fd3c0f-619a-45f7-bdaa-bdc04d0081d3,ios,0
Verified Ax,ccfe6767-0379-49dc-8052-25b120001026,ios,0
Organization Four,def8e7b9-a84d-4320-8fa1-be5430be3889,ios,1
Verified Ax,b341c33a-1615-4314-b97a-25f4583abec4,ios,1
Kinetic Bond,47340486-c24f-4884-bf49-cf51049b7db8,ios,0
"MacGuffins, LLC",1171f7dd-1a54-47c1-9fb2-123b51a002f9,android,1
Verified Ax,21df92a7-fab5-4cdb-8793-95c984dade57,android,0
Kinetic Bond,5d236a25-412c-42ab-8f25-e11cf8807e79,ios,0
Verified Ax,3407ea8b-6a69-487e-81fd-3b06366dffc5,android,1
"MacGuffins, LLC",54cb3dfe-c362-418c-a412-ca6804c01957,android,1
Verified Ax,0d78784a-bc7f-4b36-8710-6950274a3161,ios,0
Verified Ax,e54f9450-0928-4dca-8875-45fe9386f718,ios,1
Verified Ax,ab19e910-5992-4715-aa4b-79283328789b,android,0
Verified Ax,d7e68e64-2569-42b7-8e63-ed54fb9d5aa6,ios,0
Socks Crunch,27086068-e18e-4152-9d80-93b77c7b6609,android,1
Kinetic Bond,6d681c34-068e-4823-80d2-3ca9d1699c13,android,1
Verified Ax,1c5eeaf5-7d2f-4aaa-b79e-6a54b029d5c1,ios,0
Verified Ax,aa636cf0-0dec-450c-938d-8232ca26b63b,ios,1
Verified Ax,a7ca5a16-cbd9-43de-9019-cc64711baece,android,1
"MacGuffins, LLC",0152ed83-025c-4aef-a968-74c34d98e279,ios,1
"MacGuffins, LLC",00a91ebc-1162-4ad0-88ba-ed8a45f273c5,ios,0
"MacGuffins, LLC",326e4524-562f-48b9-a7e4-e97019e371a9,ios,0
Verified Ax,00d02aec-72bd-4537-b570-f6a4432e7863,android,0
Verified Ax,25d73cb9-8515-4895-b09d-889164e3f10a,android,0
Socks Crunch,51f401fe-496d-4413-9da7-e96ef9c6f20c,android,0
Verified Ax,3712385c-6a99-4efa-90d8-60909a2c9e33,android,0
OnTheGo Cap'n,c3a8f8a2-e058-4fa8-9214-733b8cde89c7,android,0
Kinetic Bond,bacd1ec8-5946-4548-82ea-0347c3043985,android,0
Verified Ax,4fed3116-ead5-4fb8-8232-9d8e1fa84237,ios,0
"MacGuffins, LLC",485e3225-db17-4c03-83a5-feba96111c35,ios,0
"MacGuffins, LLC",f69510bd-dc54-4e1c-963c-110eb68c30a6,android,0
"MacGuffins, LLC",ba85854c-9b43-405b-8105-fb848882c5ba,ios,0
Walnut Forge,9c79d991-5324-46c9-aa06-93e7b8e4773f,ios,1
Verified Ax,e1115873-006d-4d50-b428-97cffaa39fe2,android,1
Verified Ax,749bce23-1c19-48bd-8c19-320638af5d29,android,1
OnTheGo Cap'n,3b04d065-d119-406e-8af2-1891fabc79c0,android,0
"MacGuffins, LLC",6bcb027f-4208-4eee-8915-06f41562bc16,ios,0
Verified Ax,3c104f54-b084-4a3f-85fd-3c480033355e,ios,0
"MacGuffins, LLC",1ec330a1-0d41-4af7-b308-9e2baf4d34f1,ios,0
Verified Ax,d0f18e58-c247-4880-8108-d4f4d3700da7,ios,0
Socks Crunch,9524e68f-ca96-40cd-86d3-c188d7334d70,ios,1
"MacGuffins, LLC",0a0ca5e7-fe9a-4a9d-af3a-e0776ee1202f,android,0
Verified Ax,df6083cf-0584-4fb0-9e9f-f4804ceab6b7,ios,0
Verified Ax,ae6634a7-665f-446c-a3c0-0a2cdd0b4ada,android,1
Verified Ax,0bd88f85-259d-4c33-bd68-39702b4445e7,android,0
Verified Ax,d42776ce-5ef1-496f-ab51-c2e624d54c7e,ios,0
Kinetic Bond,d5f2992d-a57f-4b4e-ad24-6775b2cb8071,android,0
Verified Ax,204b03a6-9bdf-43c5-87d3-2dd0841c20a0,ios,0
"MacGuffins, LLC",260212fb-be87-4c04-a9f4-51d829ec3379,ios,1
Verified Ax,c3267908-16f9-45fd-9108-fc6174207b1c,ios,0
Verified Ax,82e4118b-8807-4288-936f-03dbbd1bb79b,ios,1
Verified Ax,0fb89c7c-83e2-4a29-953f-0c6d04e5750f,ios,1
"MacGuffins, LLC",9d7342d0-29c4-42c0-bcaa-0622b69e7296,android,0
Verified Ax,9f9c0590-da8e-4f58-827d-2741565d9bd0,ios,1
"MacGuffins, LLC",60c59b6d-ca90-49f2-881c-d297c35ddc7f,android,0
Kinetic Bond,04e03214-748f-4a24-9749-0091acf9d36f,android,0
Kinetic Bond,6e2feaf9-7938-4d2a-a065-a3df02bd52ab,android,0
Organization Four,171995b8-888f-4bd8-94f2-5cbf1e35c1c9,android,0
"MacGuffins, LLC",f644c3da-071b-4dbd-8933-c99c291068cb,ios,0
Socks Crunch,5ada9505-9c05-4d48-8e82-c51acf3f52b8,ios,1
Verified Ax,3437ded0-f03c-4b09-bf81-1b86143da7e7,ios,0
Verified Ax,86a1c90f-09d9-4ea4-b9da-377d04563f55,ios,1
Verified Ax,5f73c618-2d44-45e8-86af-aaca1eab4c9d,android,1
Verified Ax,f5403aad-91cd-4b53-b469-e4deae9f77f2,ios,0
Socks Crunch,9208268c-26da-4d35-8b18-baff255d719a,ios,1
Verified Ax,d8905fd3-9201-4d9a-9f03-ea2b9ac21806,android,0
"MacGuffins, LLC",ae7b4cfe-4307-49bf-b910-8c854aad6cb2,android,0
Verified Ax,e02f1a2b-ab67-43a3-b7cd-0fc9fc42473c,ios,0
OnTheGo Cap'n,7e6d1a4a-4df1-4e5c-a3eb-deeb75c30204,android,0
"MacGuffins, LLC",190ae309-60d5-413c-a491-d6a621f6599b,android,1
"MacGuffins, LLC",7c36f824-0e70-4972-bf19-3006141d63ba,android,0
"MacGuffins, LLC",d46f647e-1615-4252-a0e0-f1860afd0286,android,0
"MacGuffins, LLC",7f3d62c5-386e-4b10-8e3c-6fc49d473182,android,0
Kinetic Bond,89273dc5-61f8-4285-9786-08a0c4cb3027,android,0
"MacGuffins, LLC",ec6cf56f-6ef5-4c9a-8b91-c4f44baf7f7b,android,0
Verified Ax,52f17ccd-be11-4f53-955b-8df4fa4d2c91,ios,0
Verified Ax,fbe537d2-85a2-4c19-8127-9cba61eb150f,ios,1
Verified Ax,298d40e7-940f-4a5c-a213-b81a11833e8a,ios,0
"MacGuffins, LLC",e29e9553-3ab3-41fc-936f-f3c67af344a5,android,0
Kinetic Bond,1b49c9ca-6e5b-4351-90e6-54e46c421634,ios,0
Verified Ax,f948f23d-a92d-4d39-8995-6649c9d1d09d,android,0
Verified Ax,ad9cdd14-7cbd-4202-891e-a8a06f4b731b,android,0
Verified Ax,9e072b78-a0b3-4c37-9f6a-ae112a34b25e,ios,0
Verified Ax,a7cfd733-a14e-4088-a080-1a454f4fb0f5,android,0
Verified Ax,683af4a8-d9a1-4435-8479-3e73aee86d96,android,1
Verified Ax,2699b22f-e72c-4be9-b87e-5a69b3776662,android,0
Verified Ax,2d8ab015-669b-4342-bf93-a596e345e931,ios,1
Verified Ax,e11d7833-4b18-495f-8dca-37358e68354f,ios,1
"MacGuffins, LLC",fa482bf3-e02d-4636-93b7-603aaa2a25c8,ios,1
OnTheGo Cap'n,a73560a7-72a1-40e5-b4f9-a0b9808c68a0,android,0
"MacGuffins, LLC",0781c6cf-463b-46cc-8667-cfb1c22ec5d3,ios,0
"MacGuffins, LLC",99b293ec-77bb-4955-9bfb-9cef132c4537,ios,0
Kinetic Bond,0bfe20ff-81d2-4d13-a473-9953dca9907d,ios,0
"MacGuffins, LLC",1725be0f-e8fb-4f15-990b-7ac29a9d2320,ios,0
Verified Ax,ee041e26-ef76-4943-aa95-960823e59b95,android,1
Verified Ax,4d928762-9680-4bb0-b154-e81e4ec3ba64,ios,0
Kinetic Bond,a4ddb054-90d6-4b77-8e17-e2900891f31f,android,1
Verified Ax,ab298c91-962c-4730-a28a-addbe6e3c52f,android,1
"MacGuffins, LLC",efc81e88-2465-42a9-8060-18d391c0f3bb,android,0
"MacGuffins, LLC",a5c77c21-19b3-4980-9e9f-4636c344c7cd,android,1
Verified Ax,f37430bd-2f9f-43bd-acd1-9a21c9ae07ed,ios,0
"MacGuffins, LLC",b6680ed0-cec4-4a47-8684-d11bbec30752,android,0
Walnut Forge,505314ac-ca8e-4628-a02a-af0ace2c1acd,android,1
Organization Four,8a7007fe-0f61-45d4-b077-e82895d42133,ios,1
Walnut Forge,71043b18-d09e-4a68-9661-64e96a715ed0,android,0
Organization Four,3855f5d7-bd21-4833-b8cb-04d1f917ed35,android,1
Socks Crunch,8bfe6cd6-79e7-4fd0-b917-7207465749eb,android,0
Kinetic Bond,686250f4-1ebe-47c2-90c4-1ca10d30349d,android,0
Organization Four,cfebceb2-4fa3-4ad0-b69b-365c354537b7,ios,1
OnTheGo Cap'n,56dc6d73-b79c-432c-aefd-236724129b3d,ios,1
Organization Four,d7dcd0d7-f335-4629-bb8f-4781385ab0ed,android,0
Verified Ax,9ed0962a-34d4-4936-ab86-d30a96acd572,ios,0
Kinetic Bond,f6f87363-19aa-4a9e-99dd-8af22e9783e9,android,0
"MacGuffins, LLC",a8527ba5-68a2-40b0-9ccf-d242bb897e53,android,1
"MacGuffins, LLC",9c38b7a5-e40f-46cb-b44e-e1afe4f265bc,ios,0
Walnut Forge,932e6d0b-2ec5-4bb9-a4f7-7e394d99fbe2,ios,1
Verified Ax,b5ce556a-f4b8-4128-a0f0-2666e008f708,ios,1
Verified Ax,f7ee4694-b10e-4f03-b5c8-b43b1ec9c836,ios,0
Verified Ax,8b18b119-fffb-426c-8bb1-449592b6548c,ios,0
"MacGuffins, LLC",dcd49bc2-bb48-45be-ac20-d6526204e5f4,android,0
"MacGuffins, LLC",0a77561f-5501-43ba-9eae-9ceb5f6dc20e,ios,0
Verified Ax,9a1875ec-ed49-425c-8c39-b41c9646c9fa,ios,1
Verified Ax,464eb9a9-ade3-4087-b123-b3b7765ec7e3,android,1
Verified Ax,1c4dd5bd-dfa6-41e5-9e04-9ea679b47cb4,ios,0
Verified Ax,c8b08761-5698-4a7d-91ba-4c6dc58387bb,ios,0
Verified Ax,5a3640d2-9744-45db-a029-31ec414e8dce,android,0
Walnut Forge,ec2f4b51-73f0-45b1-b344-ebe6c66948ba,ios,1
Verified Ax,9dd50006-36ed-453b-8993-8e84d6db9922,android,1
Verified Ax,07bd6b08-0175-4623-9700-cb57e85b7739,ios,0
"MacGuffins, LLC",c7477ea9-409f-44c8-aac5-2ec85c91c729,android,0
Verified Ax,c6a15ff0-1edf-4a2c-a5e8-a2a836831261,android,0
"MacGuffins, LLC",66bf29ee-cea3-4387-8b31-52fa12283625,android,0
"MacGuffins, LLC",10971b6a-8e33-4db7-80de-0ddebd445caa,ios,1
Verified Ax,ab41f41a-1b9a-4262-ac1f-d370042cbd40,ios,0
"MacGuffins, LLC",c41abbbe-0087-4109-9e89-cd655240f8cf,android,0
Verified Ax,a13f9392-fe2d-45db-a6a8-d35e62e69704,ios,0
Socks Crunch,ce76c07d-f3f8-4d6e-9e24-f346cf8af826,android,1
"MacGuffins, LLC",f1dd11ee-6242-4411-8b1b-8b828ff1b25f,ios,0
Verified Ax,f46c6f8b-0e67-4c1a-8177-29881d0d37e6,ios,1
OnTheGo Cap'n,3eaa9332-278c-45f9-9699-db6e278db841,ios,0
Walnut Forge,5245ab9f-9ed5-4e6d-84e9-0d1f2486ddeb,ios,1
Verified Ax,64cfdbe4-210c-42ee-ba33-8d359bc32e9c,ios,1
Turtle Lucky,c8521fe3-fbb6-4264-b987-40d8c714c52f,android,0
Socks Crunch,0efa4dd6-4451-4976-8e99-16b9b0cfee2e,ios,1
"MacGuffins, LLC",e02197e2-315d-4f38-bc6f-e46d2b58f79b,android,0
Verified Ax,dd3f37eb-fbff-4d96-8971-6e84b261969a,ios,0
Verified Ax,c2b5a5a9-d126-46b9-bb20-83705a80c195,ios,0
"MacGuffins, LLC",8d534d63-cc7d-452b-a0bd-a9ec322fac5b,android,0
Verified Ax,2d20e868-c6d0-45b1-922a-16bd4acbcb9b,ios,1
Verified Ax,f48d4c11-ca62-4104-91a8-45b58329fe58,ios,0
Verified Ax,0e018fb1-1402-4d09-b8dd-1d0de9c3b1f7,ios,1
"MacGuffins, LLC",9d9c6c57-1eff-4857-a6f1-4e1e5add45b5,android,0
Verified Ax,d4150e1f-ad73-4815-b20e-3a322b64a7e5,ios,0
Verified Ax,d3607568-36cb-4215-b4cb-ab99787dd63e,android,1
"MacGuffins, LLC",e8cbe219-1a7d-42da-a5c4-e0e521694f61,android,0
Verified Ax,ed154438-b4de-4376-9dbe-f9f33a73ebdf,android,1
Organization Four,79c4d8a5-8f1e-45c5-b77f-a484a5bc8965,ios,1
Verified Ax,2902197b-4cd9-4f1e-9353-15d67ad40990,android,1
"MacGuffins, LLC",32649d87-94ca-45e9-aec9-47864ed33625,android,0
Verified Ax,72feaf88-796b-4171-9c73-177994b3b028,ios,0
Verified Ax,74b1a1fe-75a1-45c1-937e-39ee82d8c186,ios,1
"MacGuffins, LLC",fa745b07-bcfd-4b17-bfb3-526bf1662f52,ios,0
OnTheGo Cap'n,42c0204e-9624-4036-a3dd-5ea0a558ff8b,android,0
Verified Ax,8f94fb5a-029b-4498-b9ac-8cfee62d77e7,android,1
Verified Ax,f581b7aa-02a3-469e-9667-f3ae850e44e3,ios,0
Verified Ax,8aad840f-b390-4188-b246-496a2d997d57,android,1
OnTheGo Cap'n,e7aa0466-ad9c-4249-9672-3198b84d25a8,android,0
Verified Ax,0dda1d8b-c37a-4090-94c6-0d30fc610864,android,0
Verified Ax,ed7c0974-d2ce-4ba5-a5c5-a7511517486a,ios,0
Verified Ax,a0b0700e-d5e8-4870-825a-f97d2c02cdc7,android,0
"MacGuffins, LLC",c1dde3c6-539d-4d1f-b9cd-960e3e27d6f5,android,0
Verified Ax,97a6964f-7f60-493e-bf34-5938ed9030a3,ios,1
"MacGuffins, LLC",cc63df4f-492a-42f5-a3b1-64e4ff7eca88,ios,1
Verified Ax,c1c9187f-94f7-4dd9-9d55-185a088ee544,ios,1
Verified Ax,c9469c0e-351c-4a29-be9f-dc433ee6345b,ios,0
Organization Four,d7469055-fdc9-46a2-9546-95cf00bce7e6,android,1
"MacGuffins, LLC",c933ef90-1be6-4373-a712-847fac1dffea,ios,0
Verified Ax,16545adc-29a3-45ec-aee7-8f76fe06a7e8,ios,0
"MacGuffins, LLC",08e1426a-4978-4337-a662-9f35fa1e21fb,android,1
"MacGuffins, LLC",fce3bbe3-3b8c-45b1-96d3-f4b683b2d618,android,0
"MacGuffins, LLC",1c7003fb-bb3d-4324-afdb-03eb9bba8b32,ios,1
Verified Ax,13cabc07-d08c-4f4a-bf87-9dd4ebeeffa4,ios,0
"MacGuffins, LLC",a95bc605-e845-498f-9c1e-d020ab471980,android,0
Verified Ax,3097d520-0acb-4a00-b1a0-e54106aa49cb,android,0
Verified Ax,11763119-d614-47ad-8bd6-e4e3c00ae639,ios,0
"MacGuffins, LLC",fef4b555-0ef1-4af8-8234-5f8981c7a60a,ios,0
Verified Ax,35f6326f-307a-450c-bc00-c0eaa30e54ce,ios,1
Socks Crunch,791ad74b-e254-480d-b352-f3ae3cfe0410,android,0
Verified Ax,43026d60-66ee-4fb4-8a80-2e7a60a61e69,ios,1
"MacGuffins, LLC",6f2d23ad-12c2-4149-b165-a43e44a4dc51,ios,0
Verified Ax,2508d059-5d73-4ad8-b2ce-fc13925d4c51,ios,1
Socks Crunch,fa0fb510-c484-4a0f-a07a-6ae5c98aaec9,ios,0
Verified Ax,44c34e2a-42cc-4e65-8354-5f95e62870cb,ios,1
"MacGuffins, LLC",34bdd2dd-ab47-42f2-910b-418ad19df607,ios,0
Verified Ax,69a793d5-9a56-4068-9422-1465b4ab3daf,android,0
"MacGuffins, LLC",1d75af1c-0f48-474f-82b3-edef5a4186c6,android,0
"MacGuffins, LLC",a1e452be-5ac8-42dd-85d8-059ec3759d59,ios,0
Verified Ax,cac7b0cd-7293-42dc-94d6-f637a703eaf0,android,0
"MacGuffins, LLC",60c68522-0cc7-4cd3-bf0e-96b9e753c03f,ios,0
"MacGuffins, LLC",4a1fbf64-9be1-42c1-9133-5b8568f0e133,ios,1
"MacGuffins, LLC",e568b0c7-64eb-4d8f-89a0-9096a54171ed,ios,1
Organization Four,0439afb6-9626-434c-b970-223e2bf3a63e,ios,1
Verified Ax,5dddb04d-7d70-45e7-8c7f-0baa5a21382f,ios,0
"MacGuffins, LLC",961dbfa3-f71a-45de-98d3-e108985bbae6,ios,0
"MacGuffins, LLC",59b70f7f-4991-4911-a662-2574e2a57e22,ios,0
Verified Ax,ea3f1e3e-84f1-4ca1-892d-5db18349c7db,ios,0
Verified Ax,9bc60927-85c5-4638-bd3c-9e740db4a739,android,0
"MacGuffins, LLC",5259cedb-92ac-4252-b028-74e580b41452,ios,1
Verified Ax,da0961a6-b2da-4bcd-8a19-b80afed53f6c,android,0
Verified Ax,923c5f19-efc2-4d39-a039-1dcac4fa4c5a,ios,1
"MacGuffins, LLC",23564d04-563e-4209-8212-358c56c8533e,ios,0
Verified Ax,f0c6cd42-c72f-4376-99ae-f2517133ca44,ios,1
Verified Ax,e26f81c2-f3f0-4b85-a45b-eb5ff656fed7,ios,0
"MacGuffins, LLC",f2673880-9f96-44c3-9d19-b690e2f0847c,ios,1
Verified Ax,aedda8c9-e8be-4ae5-90ae-a23817664863,ios,1
Kinetic Bond,6a984bc7-5afd-4b0a-ba0f-4e7cc59842ac,android,0
Kinetic Bond,c902e04d-c2c9-46d3-90c5-dbf560aeb929,android,0
Verified Ax,5296b29c-faeb-40e6-8fd8-d4c2ca5eff23,android,0
Verified Ax,b153a09b-020a-4a44-8212-f6437efa5960,ios,0
"MacGuffins, LLC",f1a1701c-53f4-4185-a0f0-2ebb8f4d849d,android,0
"MacGuffins, LLC",4e4043aa-fb60-42cc-a165-d4a78e874b7f,ios,0
"MacGuffins, LLC",839c3fd3-96a6-4d73-9891-af215bf1683d,android,0
Kinetic Bond,4146d544-eb9e-441f-a48c-a30433f96e16,ios,1
Verified Ax,45b00396-54a9-41ea-bbc5-b7b5aa2c3027,android,1
"MacGuffins, LLC",a30141c1-3c3a-43eb-9725-aeb15404a3c4,ios,0
Verified Ax,f6441c58-e91c-4a71-bf24-5cb9d4fd72ef,ios,0
"MacGuffins, LLC",dbfe0db1-9e96-4726-a88d-a50f14c8ec9f,android,0
"MacGuffins, LLC",754c87bb-8230-4fe6-a081-6ecafd2dc052,ios,0
"MacGuffins, LLC",807ef6f2-03ee-4f1f-900a-2805d0c88c34,ios,0
Verified Ax,784a5a59-8a03-48a4-a247-e1bc05ba84f4,ios,0
"MacGuffins, LLC",2960ef47-f86f-4398-bec7-01d9f0060657,ios,0
Verified Ax,0a447aa7-4b2e-4f7b-aa28-98132aa9893d,ios,0
"MacGuffins, LLC",47e10bb5-ad9e-4446-bb85-fa08aadb4511,android,0
"MacGuffins, LLC",993e15e7-5c08-45b9-8752-b43de7002d97,android,0
Verified Ax,a7c70775-9508-4d9a-8854-3148cc2cbc4c,ios,0
"MacGuffins, LLC",107105be-527b-4fd7-a6f7-9040bc430088,ios,0
